Precision,Recall,F1
0.7142857142857143,0.5769230769230769,0.6382978723404256
0.625,0.35714285714285715,0.45454545454545453
0.2631578947368421,0.16666666666666666,0.2040816326530612
0.5384615384615384,0.4117647058823529,0.4666666666666667
0.5454545454545454,0.375,0.4444444444444444
0.6470588235294118,0.5789473684210527,0.6111111111111113
0.6666666666666666,0.45454545454545453,0.5405405405405405
0.625,0.4166666666666667,0.5
0.42857142857142855,0.2857142857142857,0.34285714285714286
0.8333333333333334,0.6,0.6976744186046512
0.5,0.2727272727272727,0.3529411764705882
0.0,0.0,0
0.5,0.5384615384615384,0.5185185185185186
0.5476190476190477,0.40350877192982454,0.4646464646464647
0.4074074074074074,0.3333333333333333,0.36666666666666664
0.4444444444444444,0.18604651162790697,0.2622950819672131
0.5714285714285714,0.5714285714285714,0.5714285714285714
0.625,0.5555555555555556,0.5882352941176471
0.25,0.19230769230769232,0.2173913043478261
0.6,0.5172413793103449,0.5555555555555556
0.6666666666666666,0.25,0.36363636363636365
0.4,0.26666666666666666,0.32
0.38461538461538464,0.125,0.18867924528301888
0.8181818181818182,0.6428571428571429,0.7200000000000001
0.0,0.0,0
0.3333333333333333,0.1935483870967742,0.24489795918367346
0.4666666666666667,0.25925925925925924,0.33333333333333337
0.7777777777777778,0.7,0.7368421052631577
0.5,0.46153846153846156,0.48000000000000004
0.4,0.15384615384615385,0.2222222222222222
0.6875,0.55,0.6111111111111112
0.4444444444444444,0.17391304347826086,0.25
0.0,0.0,0
0.4782608695652174,0.3793103448275862,0.4230769230769231
0.5,0.34285714285714286,0.4067796610169492
0.5833333333333334,0.3684210526315789,0.4516129032258065
0.7272727272727273,0.5714285714285714,0.64
0.782608695652174,0.5142857142857142,0.6206896551724138
0.6190476190476191,0.5909090909090909,0.6046511627906977
0.5,0.34615384615384615,0.40909090909090906
0.5555555555555556,0.2,0.29411764705882354
0.625,0.5,0.5555555555555556
0.0,0.0,0
0.23529411764705882,0.125,0.16326530612244897
0.6,0.42857142857142855,0.5
0.2222222222222222,0.15384615384615385,0.18181818181818185
0.625,0.35714285714285715,0.45454545454545453
0.5428571428571428,0.34545454545454546,0.4222222222222222
0.5,0.1111111111111111,0.1818181818181818
0.52,0.41935483870967744,0.46428571428571425
0.2916666666666667,0.23333333333333334,0.2592592592592593
0.64,0.43243243243243246,0.5161290322580645
0.45,0.3333333333333333,0.3829787234042553
0.5,0.4117647058823529,0.45161290322580644
0.8461538461538461,0.5238095238095238,0.6470588235294118
0.6666666666666666,0.4,0.5
0.39285714285714285,0.3235294117647059,0.3548387096774193
0.7058823529411765,0.4444444444444444,0.5454545454545455
0.4444444444444444,0.3076923076923077,0.3636363636363637
0.5,0.25,0.3333333333333333
0.5238095238095238,0.4583333333333333,0.4888888888888889
0.3125,0.19230769230769232,0.2380952380952381
0.4666666666666667,0.3333333333333333,0.3888888888888889
0.46153846153846156,0.3333333333333333,0.3870967741935484
0.5,0.3125,0.38461538461538464
0.68,0.68,0.68
0.4444444444444444,0.25,0.32
0.5,0.2647058823529412,0.3461538461538462
0.3333333333333333,0.2,0.25
0.5,0.3103448275862069,0.3829787234042554
0.3333333333333333,0.18181818181818182,0.23529411764705885
0.2777777777777778,0.1724137931034483,0.21276595744680854
0.5714285714285714,0.41379310344827586,0.48000000000000004
0.6666666666666666,0.3076923076923077,0.42105263157894735
0.7083333333333334,0.6071428571428571,0.6538461538461539
0.36363636363636365,0.3333333333333333,0.34782608695652173
0.6190476190476191,0.52,0.5652173913043478
0.55,0.4230769230769231,0.47826086956521735
0.4230769230769231,0.28205128205128205,0.3384615384615385
0.5555555555555556,0.23809523809523808,0.33333333333333326
0.14285714285714285,0.14285714285714285,0.14285714285714285
0.6,0.2647058823529412,0.36734693877551017
0.36363636363636365,0.2857142857142857,0.32
0.6,0.2727272727272727,0.37499999999999994
0.5581395348837209,0.5217391304347826,0.5393258426966292
0.4782608695652174,0.4074074074074074,0.44000000000000006
0.6153846153846154,0.4,0.4848484848484849
0.7058823529411765,0.46153846153846156,0.558139534883721
0.2857142857142857,0.3333333333333333,0.30769230769230765
0.6666666666666666,0.5263157894736842,0.5882352941176471
0.5,0.358974358974359,0.417910447761194
0.5714285714285714,0.3333333333333333,0.4210526315789474
0.5,0.4482758620689655,0.4727272727272727
0.4090909090909091,0.391304347826087,0.4
0.7692307692307693,0.35714285714285715,0.48780487804878053
0.47619047619047616,0.4,0.43478260869565216
0.5714285714285714,0.25,0.34782608695652173
0.45454545454545453,0.3333333333333333,0.3846153846153846
0.46875,0.375,0.4166666666666667
0.5,0.3225806451612903,0.39215686274509803
0.42105263157894735,0.36363636363636365,0.3902439024390244
0.4444444444444444,0.25,0.32
0.2777777777777778,0.19230769230769232,0.2272727272727273
0,0.0,0
0,0.0,0
0,0.0,0
0,0.0,0
0,0.0,0
0.2857142857142857,0.13333333333333333,0.18181818181818182
0.3333333333333333,0.26666666666666666,0.2962962962962963
0.36363636363636365,0.21052631578947367,0.26666666666666666
0.5833333333333334,0.4375,0.5
0.7692307692307693,0.7142857142857143,0.7407407407407408
0.7272727272727273,0.38095238095238093,0.5
0.6666666666666666,0.3225806451612903,0.4347826086956521
0.4375,0.20588235294117646,0.28
0.6190476190476191,0.43333333333333335,0.5098039215686274
0.5454545454545454,0.18181818181818182,0.2727272727272727
0.7666666666666667,0.5227272727272727,0.6216216216216216
0.5,0.2727272727272727,0.3529411764705882
0.8571428571428571,0.5217391304347826,0.6486486486486486
0.25,0.125,0.16666666666666666
0.3076923076923077,0.26666666666666666,0.28571428571428575
0.5,0.2777777777777778,0.35714285714285715
0.5384615384615384,0.4375,0.4827586206896552
0.6388888888888888,0.42592592592592593,0.5111111111111111
0.75,0.47368421052631576,0.5806451612903226
0.6538461538461539,0.5,0.5666666666666668
0.625,0.4166666666666667,0.5
0.5,0.23809523809523808,0.3225806451612903
0.5862068965517241,0.53125,0.5573770491803278
0.696969696969697,0.5476190476190477,0.6133333333333334
0.625,0.45454545454545453,0.5263157894736842
0.43333333333333335,0.35135135135135137,0.3880597014925374
0.46153846153846156,0.2,0.27906976744186046
0.5,0.4074074074074074,0.44897959183673464
0.42857142857142855,0.25,0.3157894736842105
1.0,0.7857142857142857,0.88
0.6333333333333333,0.38,0.4750000000000001
0.23076923076923078,0.1,0.13953488372093023
0.4,0.35294117647058826,0.37500000000000006
0.5454545454545454,0.5084745762711864,0.5263157894736842
0.75,0.5454545454545454,0.631578947368421
0.76,0.5588235294117647,0.6440677966101696
0.4,0.26666666666666666,0.32
0.35714285714285715,0.2,0.25641025641025644
0.4375,0.4117647058823529,0.42424242424242425
0.75,0.28125,0.4090909090909091
0.21428571428571427,0.17647058823529413,0.1935483870967742
0.5,0.2,0.28571428571428575
0.375,0.15,0.21428571428571425
0.5,0.36363636363636365,0.4210526315789474
0.6,0.35294117647058826,0.4444444444444445
0.5789473684210527,0.4074074074074074,0.47826086956521735
0.2962962962962963,0.22857142857142856,0.25806451612903225
0.3333333333333333,0.3076923076923077,0.32
0.3673469387755102,0.26865671641791045,0.3103448275862069
0.7,0.5833333333333334,0.6363636363636365
0.59375,0.48717948717948717,0.5352112676056338
0.8461538461538461,0.55,0.6666666666666667
0.6666666666666666,0.10526315789473684,0.18181818181818182
0.3888888888888889,0.3181818181818182,0.35000000000000003
0.8,0.5714285714285714,0.6666666666666666
0.5,0.5,0.5
0.625,0.4166666666666667,0.5
0.8125,0.5909090909090909,0.6842105263157896
0.5555555555555556,0.29411764705882354,0.3846153846153846
0.7619047619047619,0.5333333333333333,0.6274509803921569
0.44,0.20754716981132076,0.28205128205128205
0.5882352941176471,0.5882352941176471,0.5882352941176471
0.5714285714285714,0.3018867924528302,0.3950617283950617
0.5,0.3333333333333333,0.4
0.8,0.37209302325581395,0.5079365079365079
0.4,0.11764705882352941,0.1818181818181818
0.28125,0.14754098360655737,0.1935483870967742
0.5555555555555556,0.4166666666666667,0.4761904761904762
0.5,0.3888888888888889,0.43750000000000006
0.5555555555555556,0.625,0.5882352941176471
0.15789473684210525,0.1,0.12244897959183673
0.7727272727272727,0.6071428571428571,0.68
0.7142857142857143,0.38461538461538464,0.5
0.7272727272727273,0.38095238095238093,0.5
0.375,0.2727272727272727,0.3157894736842105
0.8333333333333334,0.5263157894736842,0.6451612903225806
0.5,0.3333333333333333,0.4
0.7,0.3333333333333333,0.45161290322580644
0.5294117647058824,0.5,0.5142857142857143
0.2857142857142857,0.23529411764705882,0.2580645161290323
0.6875,0.4782608695652174,0.5641025641025642
0.42857142857142855,0.2727272727272727,0.33333333333333326
0.5882352941176471,0.4166666666666667,0.48780487804878053
0.5238095238095238,0.34375,0.4150943396226415
0.8571428571428571,0.3333333333333333,0.48
0.8333333333333334,0.2702702702702703,0.4081632653061225
0.6666666666666666,0.24,0.3529411764705882
0.5555555555555556,0.20833333333333334,0.30303030303030304
0.8214285714285714,0.5897435897435898,0.6865671641791046
0.7083333333333334,0.5666666666666667,0.6296296296296297
0.8333333333333334,0.8333333333333334,0.8333333333333334
0.5,0.46153846153846156,0.48000000000000004
0.5833333333333334,0.6363636363636364,0.6086956521739131
0.5,0.35294117647058826,0.41379310344827586
0.7777777777777778,0.5,0.6086956521739131
0.6666666666666666,0.3076923076923077,0.42105263157894735
0.3333333333333333,0.14285714285714285,0.2
0.6470588235294118,0.44,0.5238095238095238
0.6521739130434783,0.42857142857142855,0.5172413793103448
0.7142857142857143,0.47619047619047616,0.5714285714285714
0.75,0.5,0.6
0.5,0.25806451612903225,0.3404255319148936
0.7222222222222222,0.6842105263157895,0.7027027027027027
0.75,0.7058823529411765,0.7272727272727272
0.6458333333333334,0.543859649122807,0.5904761904761905
0.5882352941176471,0.3225806451612903,0.41666666666666663
0.7073170731707317,0.5576923076923077,0.6236559139784946
0.76,0.5,0.6031746031746031
0.8333333333333334,0.7692307692307693,0.8
0.25,0.13636363636363635,0.1764705882352941
0.5789473684210527,0.3333333333333333,0.4230769230769231
0.8,0.3076923076923077,0.4444444444444444
0.4444444444444444,0.22857142857142856,0.3018867924528302
0.5454545454545454,0.631578947368421,0.5853658536585366
0.5652173913043478,0.38235294117647056,0.45614035087719296
0.6666666666666666,0.45454545454545453,0.5405405405405405
0.7,0.3684210526315789,0.48275862068965514
0.25,0.23529411764705882,0.24242424242424243
0.6111111111111112,0.5,0.55
0.7058823529411765,0.6666666666666666,0.6857142857142857
0.25,0.14285714285714285,0.18181818181818182
0.8571428571428571,0.5454545454545454,0.6666666666666665
0.6,0.17647058823529413,0.2727272727272727
0.3,0.1875,0.23076923076923075
0.6666666666666666,0.47058823529411764,0.5517241379310345
0.5675675675675675,0.5121951219512195,0.5384615384615384
0.4375,0.3181818181818182,0.3684210526315789
0.6153846153846154,0.4444444444444444,0.5161290322580646
0.5555555555555556,0.5,0.5263157894736842
0.6153846153846154,0.5714285714285714,0.5925925925925927
0.6111111111111112,0.3793103448275862,0.46808510638297873
0.36363636363636365,0.12121212121212122,0.18181818181818182
0.5833333333333334,0.3888888888888889,0.4666666666666666
0.25,0.15,0.18749999999999997
0.2,0.18181818181818182,0.1904761904761905
0.75,0.75,0.75
0.68,0.5151515151515151,0.5862068965517241
0.35714285714285715,0.38461538461538464,0.3703703703703704
0.65,0.4482758620689655,0.5306122448979592
0.48,0.20689655172413793,0.2891566265060241
0.375,0.2608695652173913,0.30769230769230765
0.7333333333333333,0.44,0.5499999999999999
0.3333333333333333,0.09090909090909091,0.14285714285714288
0.6666666666666666,0.5,0.5714285714285715
0.5714285714285714,0.36363636363636365,0.4444444444444444
0.6956521739130435,0.5333333333333333,0.6037735849056605
0.625,0.4166666666666667,0.5
0.5833333333333334,0.2413793103448276,0.34146341463414637
0.5714285714285714,0.36363636363636365,0.4444444444444444
0.5714285714285714,0.5,0.5333333333333333
0.6666666666666666,0.5,0.5714285714285715
0.8260869565217391,0.59375,0.6909090909090908
0.4,0.375,0.38709677419354843
0.5357142857142857,0.5172413793103449,0.5263157894736843
0.42857142857142855,0.5,0.4615384615384615
0.5714285714285714,0.3333333333333333,0.4210526315789474
0.46875,0.28846153846153844,0.35714285714285715
0.47368421052631576,0.4090909090909091,0.43902439024390244
0.6521739130434783,0.40540540540540543,0.5
0.8571428571428571,0.5454545454545454,0.6666666666666665
0.5789473684210527,0.36666666666666664,0.44897959183673464
0.5,0.14285714285714285,0.22222222222222224
0.6428571428571429,0.375,0.4736842105263159
0.8,0.631578947368421,0.7058823529411765
0.5714285714285714,0.4444444444444444,0.5
0.4166666666666667,0.2777777777777778,0.33333333333333337
0.42857142857142855,0.2727272727272727,0.33333333333333326
0.09090909090909091,0.08333333333333333,0.08695652173913043
0.5,0.2608695652173913,0.3428571428571428
0.5833333333333334,0.5384615384615384,0.5599999999999999
0.47058823529411764,0.36363636363636365,0.41025641025641024
0.6,0.42857142857142855,0.5
0.8,0.47619047619047616,0.5970149253731344
0.6,0.46875,0.5263157894736842
0.5,0.16666666666666666,0.25
0.5555555555555556,0.3125,0.39999999999999997
0.5833333333333334,0.4666666666666667,0.5185185185185186
0.5454545454545454,0.2727272727272727,0.3636363636363636
0.5789473684210527,0.4782608695652174,0.5238095238095238
0.5454545454545454,0.2857142857142857,0.37499999999999994
0.52,0.3170731707317073,0.3939393939393939
0.3333333333333333,0.13333333333333333,0.19047619047619044
0.5333333333333333,0.34782608695652173,0.4210526315789474
0.6363636363636364,0.3181818181818182,0.4242424242424242
0.32,0.18181818181818182,0.2318840579710145
0.5555555555555556,0.47619047619047616,0.5128205128205129
0.6666666666666666,0.5,0.5714285714285715
0.8333333333333334,0.625,0.7142857142857143
0.48148148148148145,0.4482758620689655,0.4642857142857143
0.5405405405405406,0.5405405405405406,0.5405405405405406
0.5,0.35714285714285715,0.41666666666666663
0.75,0.3333333333333333,0.46153846153846156
0.45454545454545453,0.4166666666666667,0.43478260869565216
0.55,0.5789473684210527,0.5641025641025641
0.5555555555555556,0.4166666666666667,0.4761904761904762
0.5,0.42105263157894735,0.45714285714285713
0.5555555555555556,0.38461538461538464,0.4545454545454546
0.8,0.3333333333333333,0.47058823529411764
0.6666666666666666,0.4,0.5
0.6666666666666666,0.25,0.36363636363636365
0.45454545454545453,0.38461538461538464,0.41666666666666663
0.7,0.5283018867924528,0.6021505376344085
0.6666666666666666,0.23529411764705882,0.3478260869565218
0.4444444444444444,0.22857142857142856,0.3018867924528302
0.45,0.2647058823529412,0.33333333333333337
0.4666666666666667,0.4117647058823529,0.43749999999999994
0.17647058823529413,0.13043478260869565,0.15
0.3684210526315789,0.5,0.4242424242424242
0.5,0.2222222222222222,0.30769230769230765
0.6086956521739131,0.5,0.5490196078431373
0.6666666666666666,0.4827586206896552,0.56
0.4666666666666667,0.23333333333333334,0.31111111111111117
0.4666666666666667,0.25,0.32558139534883723
0.7391304347826086,0.5862068965517241,0.6538461538461539
0.0,0.0,0
0.5,0.4117647058823529,0.45161290322580644
0.36363636363636365,0.16,0.2222222222222222
0.6666666666666666,0.625,0.6451612903225806
0.75,0.42857142857142855,0.5454545454545454
0.3333333333333333,0.16666666666666666,0.2222222222222222
0.5925925925925926,0.41025641025641024,0.4848484848484849
0.5384615384615384,0.35,0.4242424242424242
0.6666666666666666,0.47619047619047616,0.5555555555555556
0.26666666666666666,0.25,0.2580645161290323
0.3181818181818182,0.2692307692307692,0.2916666666666667
0.6666666666666666,0.3333333333333333,0.4444444444444444
0.5714285714285714,0.2857142857142857,0.38095238095238093
0.6,0.5,0.5454545454545454
0.6111111111111112,0.4074074074074074,0.4888888888888889
0.5,0.375,0.42857142857142855
0.7222222222222222,0.52,0.6046511627906976
0.47058823529411764,0.38095238095238093,0.42105263157894735
0.5263157894736842,0.2777777777777778,0.36363636363636365
0.625,0.4166666666666667,0.5
0.5,0.42857142857142855,0.4615384615384615
0.7,0.5,0.5833333333333334
0.2631578947368421,0.3125,0.2857142857142857
0.5454545454545454,0.3333333333333333,0.41379310344827586
0.5625,0.375,0.45
0.8333333333333334,0.4166666666666667,0.5555555555555556
0.23076923076923078,0.23076923076923078,0.23076923076923078
0.6666666666666666,0.3076923076923077,0.42105263157894735
0.5789473684210527,0.5,0.5365853658536586
0.4,0.24,0.3
0.75,0.42857142857142855,0.5454545454545454
0.4827586206896552,0.3111111111111111,0.37837837837837834
0.5,0.25,0.3333333333333333
0.36,0.28125,0.3157894736842105
0.5555555555555556,0.4166666666666667,0.4761904761904762
0.2916666666666667,0.23333333333333334,0.2592592592592593
1.0,0.25,0.4
0.6666666666666666,0.3157894736842105,0.42857142857142855
0.45454545454545453,0.5,0.47619047619047616
0.5,0.4444444444444444,0.47058823529411764
0.6842105263157895,0.52,0.5909090909090909
0.5555555555555556,0.2777777777777778,0.3703703703703704
0.6666666666666666,0.4444444444444444,0.5333333333333333
0.5,0.38636363636363635,0.4358974358974359
0.5294117647058824,0.36,0.42857142857142855
0.7058823529411765,0.3076923076923077,0.42857142857142866
0.4444444444444444,0.2857142857142857,0.34782608695652173
0.40540540540540543,0.2777777777777778,0.3296703296703297
0.5454545454545454,0.3,0.3870967741935483
0.2727272727272727,0.23076923076923078,0.24999999999999994
0.4666666666666667,0.3684210526315789,0.4117647058823529
0.5555555555555556,0.8333333333333334,0.6666666666666667
0.3333333333333333,0.15789473684210525,0.21428571428571427
0.5,0.13333333333333333,0.2105263157894737
0.6818181818181818,0.4838709677419355,0.5660377358490567
0.7407407407407407,0.6060606060606061,0.6666666666666666
0.2631578947368421,0.25,0.25641025641025644
0.6923076923076923,0.47368421052631576,0.5625
0.25,0.16666666666666666,0.2
0.7368421052631579,0.5185185185185185,0.6086956521739131
0.36363636363636365,0.25,0.2962962962962963
0.0,0.0,0
0.5789473684210527,0.44,0.5
0.46153846153846156,0.35294117647058826,0.4000000000000001
0.7777777777777778,0.5384615384615384,0.6363636363636364
0.7777777777777778,0.5185185185185185,0.6222222222222222
0.5714285714285714,0.5,0.5333333333333333
0.5483870967741935,0.4146341463414634,0.4722222222222222
0.45454545454545453,0.29411764705882354,0.35714285714285715
0.4782608695652174,0.36666666666666664,0.41509433962264153
0.5806451612903226,0.33962264150943394,0.42857142857142855
0.5,0.3,0.37499999999999994
0.5217391304347826,0.4,0.4528301886792453
0.5384615384615384,0.35,0.4242424242424242
0.48,0.35294117647058826,0.4067796610169491
0.7777777777777778,0.45161290322580644,0.5714285714285714
0.6,0.42857142857142855,0.5
0.4,0.25,0.3076923076923077
0.5625,0.3333333333333333,0.4186046511627907
0.5714285714285714,0.5714285714285714,0.5714285714285714
0.6206896551724138,0.5625,0.5901639344262296
0.3076923076923077,0.26666666666666666,0.28571428571428575
0.6363636363636364,0.3684210526315789,0.4666666666666667
0.6,0.2,0.3
0.5,0.3333333333333333,0.4
0.22727272727272727,0.16129032258064516,0.18867924528301885
0.7142857142857143,0.3225806451612903,0.4444444444444444
0.4444444444444444,0.6666666666666666,0.5333333333333333
0.5384615384615384,0.25925925925925924,0.35000000000000003
0.6666666666666666,0.3448275862068966,0.4545454545454545
0.4,0.21052631578947367,0.27586206896551724
0.47619047619047616,0.2222222222222222,0.30303030303030304
0.38461538461538464,0.2631578947368421,0.3125
0.5,0.2857142857142857,0.36363636363636365
0.6,0.42857142857142855,0.5
0.5333333333333333,0.4,0.4571428571428572
0.5333333333333333,0.3333333333333333,0.4102564102564102
0.5666666666666667,0.4857142857142857,0.523076923076923
0.6666666666666666,0.5,0.5714285714285715
0.46153846153846156,0.3333333333333333,0.3870967741935484
0.5555555555555556,0.22727272727272727,0.3225806451612903
0.5,0.5,0.5
0.75,0.42857142857142855,0.5454545454545454
0.0,0.0,0
0.5,0.2,0.28571428571428575
0.6111111111111112,0.4583333333333333,0.5238095238095238
0.6363636363636364,0.4,0.4912280701754386
0.6363636363636364,0.5833333333333334,0.6086956521739131
0.5294117647058824,0.36,0.42857142857142855
0.8333333333333334,0.4166666666666667,0.5555555555555556
0.42857142857142855,0.375,0.39999999999999997
0.631578947368421,0.5454545454545454,0.5853658536585366
0.4166666666666667,0.5,0.45454545454545453
0.5,0.38095238095238093,0.4324324324324324
0.0,0.0,0
0.5357142857142857,0.46875,0.5
0.631578947368421,0.41379310344827586,0.5
0.5294117647058824,0.47368421052631576,0.5
0.38461538461538464,0.2777777777777778,0.3225806451612903
0.38461538461538464,0.22727272727272727,0.2857142857142857
0.5,0.3170731707317073,0.38805970149253727
0.375,0.3333333333333333,0.35294117647058826
0.3,0.3333333333333333,0.3157894736842105
0.8125,0.5909090909090909,0.6842105263157896
0.3333333333333333,0.2,0.25
0.5555555555555556,0.3333333333333333,0.4166666666666667
0.5588235294117647,0.5066666666666667,0.5314685314685315
0.7142857142857143,0.5555555555555556,0.6250000000000001
0.5833333333333334,0.22580645161290322,0.3255813953488372
0.6842105263157895,0.34210526315789475,0.45614035087719296
0.7857142857142857,0.34375,0.4782608695652174
0.3,0.15,0.2
0.2857142857142857,0.13333333333333333,0.18181818181818182
0.75,0.5,0.6
0.5714285714285714,0.21052631578947367,0.3076923076923077
0.8333333333333334,0.625,0.7142857142857143
1.0,0.3333333333333333,0.5
0,0,0
0.625,0.5882352941176471,0.6060606060606061
0.4,0.4444444444444444,0.4210526315789474
0.5333333333333333,0.34782608695652173,0.4210526315789474
0.7692307692307693,0.47619047619047616,0.588235294117647
0.6,0.3409090909090909,0.43478260869565216
0.47058823529411764,0.2857142857142857,0.35555555555555557
0.5,0.36,0.41860465116279066
0.7272727272727273,0.45714285714285713,0.5614035087719298
0.5,0.4444444444444444,0.47058823529411764
0.3333333333333333,0.2857142857142857,0.30769230769230765
0.45454545454545453,0.3333333333333333,0.3846153846153846
0.6086956521739131,0.42424242424242425,0.5
0.5,0.36363636363636365,0.4210526315789474
0.3157894736842105,0.3,0.3076923076923077
0.6923076923076923,0.4864864864864865,0.5714285714285714
0.8125,0.9285714285714286,0.8666666666666666
0.4583333333333333,0.4230769230769231,0.43999999999999995
0.2727272727272727,0.2,0.23076923076923075
0.7777777777777778,0.3684210526315789,0.5
0.5,0.2727272727272727,0.3529411764705882
0.9166666666666666,0.6875,0.7857142857142857
0.375,0.3333333333333333,0.35294117647058826
0.5,0.3333333333333333,0.4
0.5714285714285714,0.6666666666666666,0.6153846153846153
0.5,0.6363636363636364,0.56
0.6521739130434783,0.42857142857142855,0.5172413793103448
